timestamp,gpu_index,gpu_name,gpu_utilization_pct,memory_used_MiB,memory_total_MiB
2026/03/14 02:07:02.155, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 02:07:02.158, 1, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 02:07:02.161, 2, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 02:07:02.164, 3, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 02:07:06.176, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 02:07:06.179, 1, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 02:07:06.182, 2, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 02:07:06.186, 3, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 02:07:09.471, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 02:07:09.475, 1, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 02:07:09.478, 2, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 02:07:09.481, 3, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 02:07:13.642, 0, NVIDIA GH200 120GB, 0, 4, 97871
2026/03/14 02:07:13.647, 1, NVIDIA GH200 120GB, 0, 4, 97871
2026/03/14 02:07:13.651, 2, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 02:07:13.654, 3, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 02:07:19.628, 0, NVIDIA GH200 120GB, 0, 759, 97871
2026/03/14 02:07:19.631, 1, NVIDIA GH200 120GB, 0, 760, 97871
2026/03/14 02:07:19.633, 2, NVIDIA GH200 120GB, 0, 759, 97871
2026/03/14 02:07:19.634, 3, NVIDIA GH200 120GB, 0, 760, 97871
2026/03/14 02:07:22.783, 0, NVIDIA GH200 120GB, 0, 2253, 97871
2026/03/14 02:07:22.788, 1, NVIDIA GH200 120GB, 0, 2254, 97871
2026/03/14 02:07:22.790, 2, NVIDIA GH200 120GB, 0, 2253, 97871
2026/03/14 02:07:22.793, 3, NVIDIA GH200 120GB, 1, 2254, 97871
2026/03/14 02:07:25.954, 0, NVIDIA GH200 120GB, 0, 2355, 97871
2026/03/14 02:07:25.960, 1, NVIDIA GH200 120GB, 0, 2350, 97871
2026/03/14 02:07:25.963, 2, NVIDIA GH200 120GB, 1, 2355, 97871
2026/03/14 02:07:25.965, 3, NVIDIA GH200 120GB, 0, 2413, 97871
