timestamp,gpu_index,gpu_name,gpu_utilization_pct,memory_used_MiB,memory_total_MiB
2026/03/14 00:55:08.601, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 00:55:11.620, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 00:55:14.640, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 00:55:17.658, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 00:55:20.683, 0, NVIDIA GH200 120GB, 0, 3635, 97871
2026/03/14 00:55:23.699, 0, NVIDIA GH200 120GB, 0, 3791, 97871
2026/03/14 00:55:26.715, 0, NVIDIA GH200 120GB, 0, 3791, 97871
2026/03/14 00:55:29.731, 0, NVIDIA GH200 120GB, 0, 3791, 97871
2026/03/14 00:55:32.747, 0, NVIDIA GH200 120GB, 7, 87951, 97871
2026/03/14 00:55:35.763, 0, NVIDIA GH200 120GB, 0, 88685, 97871
2026/03/14 00:55:38.779, 0, NVIDIA GH200 120GB, 0, 3, 97871
