timestamp,gpu_index,gpu_name,gpu_utilization_pct,memory_used_MiB,memory_total_MiB
2026/03/14 01:11:44.620, 0, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:11:44.623, 1, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:11:44.626, 2, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:11:44.629, 3, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:11:47.934, 0, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:11:47.937, 1, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:11:47.940, 2, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:11:47.943, 3, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:11:51.391, 0, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:11:51.395, 1, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:11:51.398, 2, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:11:51.401, 3, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:11:54.793, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 01:11:54.797, 1, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 01:11:54.800, 2, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 01:11:54.803, 3, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 01:11:58.216, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 01:11:58.220, 1, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 01:11:58.223, 2, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 01:11:58.226, 3, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 01:12:01.639, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 01:12:01.643, 1, NVIDIA GH200 120GB, 0, 1, 97871
