timestamp,gpu_index,gpu_name,gpu_utilization_pct,memory_used_MiB,memory_total_MiB
2026/03/14 01:02:26.046, 0, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:02:29.065, 0, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:02:32.085, 0, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:02:35.104, 0, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:02:38.124, 0, NVIDIA GH200 120GB, 0, 1253, 97871
2026/03/14 01:02:41.139, 0, NVIDIA GH200 120GB, 0, 2279, 97871
2026/03/14 01:02:44.155, 0, NVIDIA GH200 120GB, 0, 2279, 97871
2026/03/14 01:02:47.170, 0, NVIDIA GH200 120GB, 0, 2929, 97871
2026/03/14 01:02:50.186, 0, NVIDIA GH200 120GB, 4, 2931, 97871
2026/03/14 01:02:53.202, 0, NVIDIA GH200 120GB, 0, 2931, 97871
2026/03/14 01:02:56.217, 0, NVIDIA GH200 120GB, 0, 2931, 97871
2026/03/14 01:02:59.232, 0, NVIDIA GH200 120GB, 0, 2931, 97871
2026/03/14 01:03:02.248, 0, NVIDIA GH200 120GB, 0, 2997, 97871
2026/03/14 01:03:05.264, 0, NVIDIA GH200 120GB, 0, 87657, 97871
2026/03/14 01:03:08.281, 0, NVIDIA GH200 120GB, 5, 87919, 97871
2026/03/14 01:03:11.296, 0, NVIDIA GH200 120GB, 0, 88035, 97871
2026/03/14 01:03:14.312, 0, NVIDIA GH200 120GB, 6, 88085, 97871
2026/03/14 01:03:17.335, 0, NVIDIA GH200 120GB, 2, 88753, 97871
