timestamp,gpu_index,gpu_name,gpu_utilization_pct,memory_used_MiB,memory_total_MiB
2026/03/14 00:00:26.739, 0, NVIDIA GH200 120GB, 0, 82, 97871
2026/03/14 00:00:29.759, 0, NVIDIA GH200 120GB, 0, 82, 97871
2026/03/14 00:00:32.791, 0, NVIDIA GH200 120GB, 0, 82, 97871
2026/03/14 00:00:35.810, 0, NVIDIA GH200 120GB, 0, 82, 97871
2026/03/14 00:00:38.832, 0, NVIDIA GH200 120GB, 0, 1832, 97871
2026/03/14 00:00:41.852, 0, NVIDIA GH200 120GB, 1, 6600, 97871
2026/03/14 00:00:44.870, 0, NVIDIA GH200 120GB, 2, 6630, 97871
2026/03/14 00:00:47.893, 0, NVIDIA GH200 120GB, 2, 6670, 97871
2026/03/14 00:00:50.919, 0, NVIDIA GH200 120GB, 0, 6998, 97871
2026/03/14 00:00:53.937, 0, NVIDIA GH200 120GB, 0, 6998, 97871
2026/03/14 00:00:56.953, 0, NVIDIA GH200 120GB, 0, 6998, 97871
2026/03/14 00:00:59.969, 0, NVIDIA GH200 120GB, 0, 6998, 97871
2026/03/14 00:01:02.986, 0, NVIDIA GH200 120GB, 0, 6998, 97871
2026/03/14 00:01:06.004, 0, NVIDIA GH200 120GB, 6, 87994, 97871
2026/03/14 00:01:09.020, 0, NVIDIA GH200 120GB, 9, 88452, 97871
2026/03/14 00:01:12.037, 0, NVIDIA GH200 120GB, 23, 88546, 97871
2026/03/14 00:01:15.054, 0, NVIDIA GH200 120GB, 0, 89400, 97871
2026/03/14 00:01:18.072, 0, NVIDIA GH200 120GB, 94, 89402, 97871
