timestamp,gpu_index,gpu_name,gpu_utilization_pct,memory_used_MiB,memory_total_MiB
2026/03/14 17:15:26.825, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:26.828, 1, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:26.831, 2, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:26.834, 3, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:30.121, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:30.124, 1, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:30.127, 2, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:30.130, 3, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:33.404, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:33.407, 1, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:33.410, 2, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:33.413, 3, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:36.684, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:36.688, 1, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:36.691, 2, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:36.693, 3, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:40.246, 0, NVIDIA GH200 120GB, 0, 3, 97871
2026/03/14 17:15:40.255, 1, NVIDIA GH200 120GB, 0, 3, 97871
2026/03/14 17:15:40.260, 2, NVIDIA GH200 120GB, 0, 3, 97871
2026/03/14 17:15:40.267, 3, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 17:15:44.429, 0, NVIDIA GH200 120GB, 0, 759, 97871
2026/03/14 17:15:44.432, 1, NVIDIA GH200 120GB, 0, 759, 97871
2026/03/14 17:15:44.434, 2, NVIDIA GH200 120GB, 0, 759, 97871
2026/03/14 17:15:44.436, 3, NVIDIA GH200 120GB, 0, 759, 97871
2026/03/14 17:15:47.574, 0, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:15:47.581, 1, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:15:47.585, 2, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:15:47.591, 3, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:15:50.726, 0, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:15:50.731, 1, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:15:50.735, 2, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:15:50.740, 3, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:15:53.883, 0, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:15:53.888, 1, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:15:53.890, 2, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:15:53.892, 3, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:15:57.037, 0, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:15:57.042, 1, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:15:57.044, 2, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:15:57.046, 3, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:16:00.185, 0, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:16:00.190, 1, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:16:00.193, 2, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:16:00.195, 3, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:16:03.335, 0, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:16:03.340, 1, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:16:03.344, 2, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:16:03.349, 3, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:16:06.485, 0, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:16:06.490, 1, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:16:06.492, 2, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:16:06.494, 3, NVIDIA GH200 120GB, 0, 6055, 97871
2026/03/14 17:16:09.650, 0, NVIDIA GH200 120GB, 0, 6885, 97871
2026/03/14 17:16:09.655, 1, NVIDIA GH200 120GB, 0, 6885, 97871
2026/03/14 17:16:09.657, 2, NVIDIA GH200 120GB, 0, 6885, 97871
2026/03/14 17:16:09.660, 3, NVIDIA GH200 120GB, 0, 6885, 97871
2026/03/14 17:16:12.810, 0, NVIDIA GH200 120GB, 0, 6885, 97871
2026/03/14 17:16:12.814, 1, NVIDIA GH200 120GB, 0, 6885, 97871
2026/03/14 17:16:12.816, 2, NVIDIA GH200 120GB, 0, 6885, 97871
2026/03/14 17:16:12.818, 3, NVIDIA GH200 120GB, 0, 6885, 97871
2026/03/14 17:16:15.958, 0, NVIDIA GH200 120GB, 0, 6887, 97871
2026/03/14 17:16:15.963, 1, NVIDIA GH200 120GB, 0, 6887, 97871
2026/03/14 17:16:15.966, 2, NVIDIA GH200 120GB, 0, 6885, 97871
2026/03/14 17:16:15.968, 3, NVIDIA GH200 120GB, 0, 6887, 97871
2026/03/14 17:16:19.108, 0, NVIDIA GH200 120GB, 100, 7143, 97871
2026/03/14 17:16:19.113, 1, NVIDIA GH200 120GB, 0, 6887, 97871
2026/03/14 17:16:19.115, 2, NVIDIA GH200 120GB, 0, 6887, 97871
2026/03/14 17:16:19.117, 3, NVIDIA GH200 120GB, 38, 7143, 97871
2026/03/14 17:16:22.324, 0, NVIDIA GH200 120GB, 0, 84763, 97871
2026/03/14 17:16:22.329, 1, NVIDIA GH200 120GB, 0, 84763, 97871
2026/03/14 17:16:22.332, 2, NVIDIA GH200 120GB, 0, 84785, 97871
2026/03/14 17:16:22.340, 3, NVIDIA GH200 120GB, 0, 84763, 97871
2026/03/14 17:16:25.535, 0, NVIDIA GH200 120GB, 6, 85169, 97871
2026/03/14 17:16:25.540, 1, NVIDIA GH200 120GB, 7, 85159, 97871
2026/03/14 17:16:25.546, 2, NVIDIA GH200 120GB, 1, 85187, 97871
2026/03/14 17:16:25.549, 3, NVIDIA GH200 120GB, 7, 85151, 97871
2026/03/14 17:16:28.786, 0, NVIDIA GH200 120GB, 4, 85503, 97871
2026/03/14 17:16:28.791, 1, NVIDIA GH200 120GB, 3, 85481, 97871
2026/03/14 17:16:28.795, 2, NVIDIA GH200 120GB, 1, 85513, 97871
2026/03/14 17:16:28.797, 3, NVIDIA GH200 120GB, 4, 85481, 97871
2026/03/14 17:16:31.970, 0, NVIDIA GH200 120GB, 3, 85869, 97871
2026/03/14 17:16:31.975, 1, NVIDIA GH200 120GB, 8, 85863, 97871
2026/03/14 17:16:31.978, 2, NVIDIA GH200 120GB, 3, 85877, 97871
2026/03/14 17:16:31.988, 3, NVIDIA GH200 120GB, 6, 85869, 97871
2026/03/14 17:16:35.328, 0, NVIDIA GH200 120GB, 0, 86107, 97871
2026/03/14 17:16:35.355, 1, NVIDIA GH200 120GB, 0, 86107, 97871
2026/03/14 17:16:35.369, 2, NVIDIA GH200 120GB, 0, 86107, 97871
2026/03/14 17:16:35.371, 3, NVIDIA GH200 120GB, 0, 86107, 97871
2026/03/14 17:16:38.575, 0, NVIDIA GH200 120GB, 0, 85945, 97871
2026/03/14 17:16:38.581, 1, NVIDIA GH200 120GB, 0, 85945, 97871
2026/03/14 17:16:38.584, 2, NVIDIA GH200 120GB, 0, 85945, 97871
2026/03/14 17:16:38.587, 3, NVIDIA GH200 120GB, 0, 85945, 97871
2026/03/14 17:16:41.731, 0, NVIDIA GH200 120GB, 0, 3, 97871
2026/03/14 17:16:41.733, 1, NVIDIA GH200 120GB, 0, 3, 97871
2026/03/14 17:16:41.735, 2, NVIDIA GH200 120GB, 0, 3, 97871
2026/03/14 17:16:41.737, 3, NVIDIA GH200 120GB, 0, 3, 97871
