timestamp,gpu_index,gpu_name,gpu_utilization_pct,memory_used_MiB,memory_total_MiB
2026/03/14 01:01:08.966, 0, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:01:11.985, 0, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:01:15.005, 0, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:01:18.026, 0, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:01:21.051, 0, NVIDIA GH200 120GB, 0, 16121, 97871
2026/03/14 01:01:24.076, 0, NVIDIA GH200 120GB, 4, 16121, 97871
2026/03/14 01:01:27.111, 0, NVIDIA GH200 120GB, 0, 17583, 97871
2026/03/14 01:01:30.127, 0, NVIDIA GH200 120GB, 0, 17583, 97871
2026/03/14 01:01:33.143, 0, NVIDIA GH200 120GB, 0, 17583, 97871
2026/03/14 01:01:36.158, 0, NVIDIA GH200 120GB, 0, 17583, 97871
2026/03/14 01:01:39.174, 0, NVIDIA GH200 120GB, 3, 87763, 97871
2026/03/14 01:01:42.189, 0, NVIDIA GH200 120GB, 3, 87899, 97871
2026/03/14 01:01:45.205, 0, NVIDIA GH200 120GB, 7, 88039, 97871
2026/03/14 01:01:48.222, 0, NVIDIA GH200 120GB, 8, 88263, 97871
2026/03/14 01:01:51.238, 0, NVIDIA GH200 120GB, 7, 88913, 97871
2026/03/14 01:01:54.254, 0, NVIDIA GH200 120GB, 0, 3, 97871
