timestamp,gpu_index,gpu_name,gpu_utilization_pct,memory_used_MiB,memory_total_MiB
2026/03/14 01:53:01.115, 0, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:53:01.119, 1, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:53:01.122, 2, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 01:53:01.126, 3, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/14 01:53:04.593, 0, NVIDIA GH200 120GB, 0, 3, 97871
2026/03/14 01:53:04.598, 1, NVIDIA GH200 120GB, 0, 3, 97871
2026/03/14 01:53:04.603, 2, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/14 01:53:04.609, 3, NVIDIA GH200 120GB, 0, 3, 97871
2026/03/14 01:53:07.863, 0, NVIDIA GH200 120GB, 0, 5, 97871
2026/03/14 01:53:07.867, 1, NVIDIA GH200 120GB, 0, 5, 97871
2026/03/14 01:53:07.870, 2, NVIDIA GH200 120GB, 0, 4, 97871
2026/03/14 01:53:07.873, 3, NVIDIA GH200 120GB, 0, 5, 97871
2026/03/14 01:53:11.207, 0, NVIDIA GH200 120GB, 0, 5, 97871
2026/03/14 01:53:11.211, 1, NVIDIA GH200 120GB, 0, 5, 97871
2026/03/14 01:53:11.214, 2, NVIDIA GH200 120GB, 0, 3, 97871
2026/03/14 01:53:11.217, 3, NVIDIA GH200 120GB, 0, 5, 97871
2026/03/14 01:53:14.460, 0, NVIDIA GH200 120GB, 0, 5, 97871
2026/03/14 01:53:14.463, 1, NVIDIA GH200 120GB, 0, 5, 97871
2026/03/14 01:53:14.467, 2, NVIDIA GH200 120GB, 0, 3, 97871
2026/03/14 01:53:14.470, 3, NVIDIA GH200 120GB, 0, 5, 97871
2026/03/14 01:53:17.713, 0, NVIDIA GH200 120GB, 0, 5, 97871
2026/03/14 01:53:17.717, 1, NVIDIA GH200 120GB, 0, 5, 97871
2026/03/14 01:53:17.720, 2, NVIDIA GH200 120GB, 0, 3, 97871
2026/03/14 01:53:17.723, 3, NVIDIA GH200 120GB, 0, 5, 97871
2026/03/14 01:53:20.973, 0, NVIDIA GH200 120GB, 0, 5, 97871
2026/03/14 01:53:20.976, 1, NVIDIA GH200 120GB, 0, 5, 97871
2026/03/14 01:53:20.979, 2, NVIDIA GH200 120GB, 0, 3, 97871
2026/03/14 01:53:20.982, 3, NVIDIA GH200 120GB, 0, 5, 97871
