timestamp,gpu_index,gpu_name,gpu_utilization_pct,memory_used_MiB,memory_total_MiB
2026/03/13 18:18:59.331, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/13 18:19:02.350, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/13 18:19:05.369, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/13 18:19:08.388, 0, NVIDIA GH200 120GB, 0, 1, 97871
2026/03/13 18:19:11.407, 0, NVIDIA GH200 120GB, 0, 1751, 97871
2026/03/13 18:19:14.423, 0, NVIDIA GH200 120GB, 0, 6517, 97871
2026/03/13 18:19:17.440, 0, NVIDIA GH200 120GB, 1, 6543, 97871
2026/03/13 18:19:20.457, 0, NVIDIA GH200 120GB, 1, 6579, 97871
2026/03/13 18:19:23.473, 0, NVIDIA GH200 120GB, 0, 6917, 97871
2026/03/13 18:19:26.489, 0, NVIDIA GH200 120GB, 0, 6917, 97871
2026/03/13 18:19:29.504, 0, NVIDIA GH200 120GB, 0, 6917, 97871
2026/03/13 18:19:32.520, 0, NVIDIA GH200 120GB, 0, 6917, 97871
2026/03/13 18:19:35.536, 0, NVIDIA GH200 120GB, 0, 8057, 97871
2026/03/13 18:19:38.552, 0, NVIDIA GH200 120GB, 0, 8059, 97871
2026/03/13 18:19:41.568, 0, NVIDIA GH200 120GB, 0, 8059, 97871
2026/03/13 18:19:44.583, 0, NVIDIA GH200 120GB, 0, 8059, 97871
2026/03/13 18:19:47.598, 0, NVIDIA GH200 120GB, 0, 8059, 97871
2026/03/13 18:19:50.613, 0, NVIDIA GH200 120GB, 0, 8059, 97871
2026/03/13 18:19:53.629, 0, NVIDIA GH200 120GB, 0, 8059, 97871
2026/03/13 18:19:56.645, 0, NVIDIA GH200 120GB, 0, 8059, 97871
2026/03/13 18:19:59.660, 0, NVIDIA GH200 120GB, 0, 8127, 97871
2026/03/13 18:20:02.676, 0, NVIDIA GH200 120GB, 78, 8127, 97871
2026/03/13 18:20:05.691, 0, NVIDIA GH200 120GB, 0, 88481, 97871
2026/03/13 18:20:08.707, 0, NVIDIA GH200 120GB, 22, 88733, 97871
2026/03/13 18:20:11.790, 0, NVIDIA GH200 120GB, 1, 89001, 97871
2026/03/13 18:20:15.202, 0, NVIDIA GH200 120GB, 0, 88949, 97871
2026/03/13 18:20:18.218, 0, NVIDIA GH200 120GB, 18, 89197, 97871
2026/03/13 18:20:21.235, 0, NVIDIA GH200 120GB, 95, 89243, 97871
