timestamp,gpu_index,gpu_name,gpu_utilization_pct,memory_used_MiB,memory_total_MiB
2026/03/14 00:06:02.072, 0, NVIDIA GH200 120GB, 0, 82, 97871
2026/03/14 00:06:05.092, 0, NVIDIA GH200 120GB, 0, 82, 97871
2026/03/14 00:06:08.112, 0, NVIDIA GH200 120GB, 0, 82, 97871
2026/03/14 00:06:11.132, 0, NVIDIA GH200 120GB, 0, 82, 97871
2026/03/14 00:06:14.152, 0, NVIDIA GH200 120GB, 0, 1832, 97871
2026/03/14 00:06:17.169, 0, NVIDIA GH200 120GB, 4, 6998, 97871
2026/03/14 00:06:20.186, 0, NVIDIA GH200 120GB, 0, 6998, 97871
2026/03/14 00:06:23.202, 0, NVIDIA GH200 120GB, 0, 6998, 97871
2026/03/14 00:06:26.219, 0, NVIDIA GH200 120GB, 0, 6998, 97871
2026/03/14 00:06:29.235, 0, NVIDIA GH200 120GB, 0, 6998, 97871
2026/03/14 00:06:32.251, 0, NVIDIA GH200 120GB, 22, 88240, 97871
2026/03/14 00:06:35.269, 0, NVIDIA GH200 120GB, 19, 88542, 97871
2026/03/14 00:06:38.289, 0, NVIDIA GH200 120GB, 12, 88710, 97871
2026/03/14 00:06:41.308, 0, NVIDIA GH200 120GB, 95, 89402, 97871
2026/03/14 00:06:44.336, 0, NVIDIA GH200 120GB, 0, 84, 97871
